                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.122 Rnm= 1.672 K shell
 Pot 1 Z= 8 Rmt= 0.918 Rnm= 1.369
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.823E+00 kf=1.586E+00 Vint=-1.240E+01 Rs_int= 2.287
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   2.0396
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
    17.6000   -2.958734E-04  2.987569E-04  5.511692E+01
    17.6500   -2.800573E-04  2.953775E-04  5.530136E+01
    17.7000   -2.551357E-04  2.919980E-04  5.548579E+01
    17.7500   -2.221628E-04  2.886186E-04  5.567023E+01
    17.8000   -1.824453E-04  2.852391E-04  5.585466E+01
    17.8500   -1.374921E-04  2.818597E-04  5.603910E+01
    17.9000   -8.895728E-05  2.784802E-04  5.622353E+01
    17.9500   -3.857958E-05  2.751008E-04  5.640797E+01
    18.0000    1.187947E-05  2.717213E-04  5.659240E+01
    18.0500    6.286810E-05  2.701734E-04  5.678352E+01
    18.1000    1.109955E-04  2.686254E-04  5.697463E+01
    18.1500    1.545456E-04  2.670774E-04  5.716575E+01
    18.2000    1.919885E-04  2.655294E-04  5.735686E+01
    18.2500    2.220340E-04  2.639814E-04  5.754798E+01
    18.3000    2.436763E-04  2.624334E-04  5.773909E+01
    18.3500    2.562271E-04  2.608855E-04  5.793021E+01
    18.4000    2.593370E-04  2.593375E-04  5.812132E+01
    18.4500    2.530046E-04  2.577895E-04  5.831244E+01
    18.5000    2.375720E-04  2.562415E-04  5.850355E+01
    18.5500    2.137089E-04  2.546935E-04  5.869467E+01
    18.6000    1.823837E-04  2.531455E-04  5.888578E+01
    18.6500    1.448250E-04  2.515976E-04  5.907690E+01
    18.7000    1.024736E-04  2.500496E-04  5.926801E+01
    18.7500    5.692720E-05  2.485016E-04  5.945913E+01
    18.8000    9.880284E-06  2.469536E-04  5.965024E+01
    18.8500   -3.693880E-05  2.454056E-04  5.984136E+01
    18.9000   -8.183140E-05  2.438576E-04  6.003247E+01
    18.9500   -1.231902E-04  2.423096E-04  6.022359E+01
    19.0000   -1.595568E-04  2.407617E-04  6.041470E+01
    19.0500   -1.902604E-04  2.399243E-04  6.060598E+01
    19.1000   -2.138301E-04  2.390870E-04  6.079726E+01
    19.1500   -2.294575E-04  2.382496E-04  6.098854E+01
